"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.rasgo","p.GS.rasgo","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.green","p.MM.green","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.black","p.MM.black","MM.brown","p.MM.brown"
"MMT00050140","MMT00050140","ORF9",52793,"grey",0.171550116934049,0.0474848501923008,-0.236222934872908,0.00599854151673819,0.112088324800076,0.197249446416629,-0.232931365455919,0.0067593218889735,-0.145546169071618,0.093350648680995,-0.132634223718913,0.126580619908798,-0.314281560393664,0.000217179681686715,0.0688498800245762,0.429255184394049,0.600156960634548,1.80478483274767e-14,-0.225377949383462,0.00883761299275497,0.0207940262899905,0.81150965335892
"MMT00032021","MMT00032021","Nfe2l2",18024,"grey",-0.171225368364231,0.0479127423736387,-0.166584494193972,0.0543855307979155,-0.126471182900437,0.145351771139335,0.506518119436205,4.26094012567236e-10,0.55748376575043,2.62399465227775e-12,0.261845054606364,0.00224172706146735,0.219385083062545,0.0108690790147681,-0.038283321456479,0.660537836595259,-0.0568522434015306,0.514094986991417,0.118532465542217,0.172545002121796,0.466427743160933,1.34596064941993e-08
"MMT00027363","MMT00027363","Pdlim3",53318,"grey",-0.171213584329887,0.0479283291734659,0.237665817166942,0.00568980809659474,-0.0965156481173086,0.267268677360102,0.0047445933474561,0.956609793263512,0.00830292600479832,0.92414445083565,-0.00838819397854866,0.923367802794507,-0.0366709087583217,0.674002609463981,0.0217957832773855,0.802610255818018,0.250645698424002,0.00348878604160386,0.0305671436765671,0.725883039960922,-0.162902720480767,0.0600193797381324
"MMT00043236","MMT00043236","Ldb3",24131,"grey",-0.171134071280771,0.0480336116144197,0.140076632808553,0.106466194384049,-0.153797990822181,0.0760246447900849,0.253941579342,0.00306901989772858,0.0498262601816859,0.567503339181053,0.100908293777207,0.246000639962959,0.289400857018194,0.000694991252126408,0.1042157118704,0.230781544002382,-0.0237219390195169,0.785570544311924,0.0383099757302921,0.660316150133364,0.182268667666536,0.035045203234783
"MMT00050091","MMT00050091","Crebbp",12914,"grey",0.171069098987896,0.0481197833411709,0.126277185242954,0.145975119265151,0.28402413709859,0.000881713287642789,-0.682818822402745,1.01775747025958e-19,-0.225675448658351,0.00874614029132055,-0.361548202612385,1.76970355008959e-05,-0.4238908198684,3.33143572769579e-07,-0.0276989286718143,0.750716071991277,0.105871081665212,0.223417989472951,0.0221831989415214,0.79917524430774,-0.736904646692582,3.33746693367792e-24
"MMT00016764","MMT00016764","Arl10b",68724,"grey",-0.171061155181629,0.0481303278896203,-0.0421000225970017,0.629101780515881,0.0451298539731381,0.604607977433694,-0.279458270761262,0.00107524250910945,0.327640131796164,0.000111362301621394,-0.324227030650211,0.000132476731122998,-0.533480455078852,3.2068928360635e-11,-0.119722815613883,0.168243685877798,-0.0594775594741609,0.494823669510587,-0.135747982224169,0.117835637238184,-0.394081514838519,2.46297527356984e-06
"MMT00027858","MMT00027858","Pitpnb",56305,"grey",-0.170943551991446,0.0482866581188042,0.111594874529546,0.199241567866046,0.0577940445284208,0.507137531720509,0.229371366642254,0.00767754832236901,0.18347489798388,0.033835555060672,0.38763725649653,3.70225786506914e-06,0.360899773692518,1.83674912247782e-05,-0.0270425048914821,0.756436544941614,-0.0459031335979735,0.598425029115981,0.686107748368071,5.7918502436702e-20,-0.078150282140882,0.369423775108175
"MMT00010209","MMT00010209","Emr1",13733,"grey",-0.170877550196299,0.0483745790520131,-0.0259231834275718,0.766221333690905,-0.267632340123161,0.00177034268847947,0.541154615307384,1.47174638507117e-11,0.29101904471669,0.000646364536383945,0.231465454103996,0.00712489410237129,0.248376534445131,0.00380709762878851,-0.0973476469240196,0.263147323786141,-0.0583154078572236,0.50330715216314,-0.0514773949851478,0.55471939811881,0.448469100203459,5.50389577936627e-08
"MMT00062591","MMT00062591","Itgb1bp3",69564,"grey",-0.170632857432148,0.0487016947647656,0.238454355846907,0.00552714204075957,-0.258686935597173,0.0025444176766282,0.160141872475121,0.0645507675444815,0.0194376835577264,0.823597381404317,-0.0311607596216311,0.720777920530371,0.121957008237071,0.16038614528491,-0.0863122031237854,0.321379298424731,-0.0323211178928942,0.710834426579452,-0.0571302786759213,0.512035937833774,0.0198274299254294,0.820119589572659
"MMT00042103","MMT00042103","BC037034",231807,"grey",0.170541906126877,0.048823749456234,-0.176472353851232,0.0413788239688237,0.130591762697332,0.13258269697282,-0.58876417821743,7.32661681391525e-14,-0.0800957276613816,0.357589566902577,-0.302552218105546,0.000380673896645825,-0.542892892525251,1.23033353753884e-11,0.0148046649465764,0.865183059689382,0.0508639114110489,0.559453021732442,-0.171453902337185,0.0476112911737153,-0.479259041167005,4.67675333481354e-09
"MMT00035990","MMT00035990","Trio",223435,"grey",0.170371923399768,0.0490525432020612,-0.487757781077453,2.26618541401201e-09,0.0192770385716047,0.825031853068689,0.407979060717575,9.92734334969682e-07,0.245794070098231,0.00420090787977788,0.281166499868241,0.000998696438588356,0.1736815595115,0.0447545980249321,0.0645533069912823,0.45867456120886,-0.00607579872434694,0.94445299717619,-0.0291651846825409,0.737987472497565,0.667407801827606,1.29852100419537e-18
"MMT00025527","MMT00025527","Vtn",22370,"grey",0.170360179778063,0.0490683827056089,0.327337042111232,0.000113101938950806,-0.00942202284127918,0.913957318273431,-0.105013650650171,0.227211073701285,-0.426174368077175,2.83502210299086e-07,-0.165193281333818,0.0564608261741855,0.222730274813663,0.00968963861644384,0.152145577550872,0.079268884769188,0.00705886591568956,0.935483503998912,-0.145102514848607,0.0943643001486843,-0.0188287870013385,0.829037534957479
"MMT00025658","MMT00025658","Melk",17279,"grey",-0.170093656612365,0.0494290050498018,0.00368881812310343,0.966258551437367,-0.357791740627766,2.19266381258874e-05,0.489122067302781,2.01363282311425e-09,0.771071490561325,1.18939725562467e-27,0.19987994694195,0.020584589793508,0.0786222919218711,0.366530638728542,-0.0997553804597575,0.251465689988848,-0.0183420870339934,0.833391778742471,-0.117458299548081,0.176495797972814,0.423344850654349,3.4618582940752e-07
"MMT00080864","MMT00080864","Gtpbp4",69237,"grey",0.170089532489027,0.0494346024664294,-0.373819204302631,8.62228271559374e-06,0.427904563173448,2.5067894027833e-07,-0.140821969084901,0.104598330843079,-0.0563098816721877,0.518123779697322,0.359438761718255,1.99668139768043e-05,0.272826582928904,0.00142599165845867,0.0149285462319062,0.864065758156033,0.00555592888918469,0.949199171078149,0.682714302881006,1.03602968775629e-19,-0.024587476191936,0.777946006826154
"MMT00078816","MMT00078816","Olfml3",99543,"grey",-0.170068157835692,0.049463621379897,0.151779760748241,0.0800019426082801,-0.16642594896119,0.0546188121082019,0.111730190755125,0.198693838478692,0.338444679074756,6.34041938371414e-05,-0.172284793741931,0.0465285437453183,-0.187409104833634,0.0301326134043483,-0.183414614959842,0.0338951598395464,-0.0508368761499365,0.559662070053074,-0.095002957054425,0.27487377482636,-0.1566492148989,0.0706791636665498
"MMT00016669","MMT00016669","Gp49a",14727,"grey",-0.170036500240815,0.0495066266984354,0.184363456506882,0.0329672205900365,-0.26478354318746,0.0019897841292575,0.237894641750699,0.00564217027731284,0.265664434505708,0.00191942847165113,-0.00655436618311086,0.940085613687803,0.00881855350056462,0.919449067311014,-0.0285141624744526,0.74363048116988,-0.0626820613422479,0.471828331872348,-0.0371213582807816,0.670230406635439,-0.0561447925528721,0.519353297254887
"MMT00003982","MMT00003982","A830073O21Rik",320262,"grey",-0.169905651693701,0.0496847072092943,0.0879084016350097,0.312477742775706,-0.0559871422574918,0.520528801567266,-0.0406188480846723,0.641226634086135,0.0705251507655046,0.418084945166169,-0.0890063221385942,0.30644906576285,-0.330425826968902,9.65017037766274e-05,-0.0586710983385089,0.500702641869567,0.0813854863379533,0.349875510411767,-0.0733195950868122,0.399833791551078,-0.255731900939733,0.00286061301237141
"MMT00076481","MMT00076481","Asl",109900,"grey",0.169861826037013,0.0497444710674637,0.199917322372556,0.0205604455934443,-0.0235758121299046,0.786859810200015,0.0602970580510577,0.488887225987071,-0.308325389441679,0.000289634838567843,0.116275642991099,0.18092227409414,0.282971446128913,0.000923261956994795,0.0801529779024475,0.357244924279003,0.0526357690602934,0.545834557718454,0.0213117440357986,0.806907274582616,0.167775028588572,0.052659923856338
"MMT00042274","MMT00042274","4432409M07Rik",70785,"grey",0.169734337948278,0.0499186620446979,-0.233294478550983,0.00667138401199687,0.279251378820063,0.00108486885157291,-0.452381665338708,4.07754856821207e-08,0.0524218770864969,0.547469864499105,-0.469960442196173,1.01045127488747e-08,-0.445324738739458,6.98530246681685e-08,-0.0903215799501546,0.299327973003595,-0.0641944693232948,0.461181119699608,-0.249715043865309,0.00361631995580584,-0.26712253931511,0.00180791931365022
"MMT00029303","MMT00029303","Serpinb6a",20719,"grey",-0.169547729007466,0.0501745430813351,-0.0270387204468337,0.756469563500602,-0.313786640475655,0.000222489055653746,0.500188000820074,7.57397795029589e-10,0.45075185074265,4.62235618946801e-08,0.262013878943513,0.00222650470767416,0.112152438390745,0.19699167351905,-0.118460901123523,0.172806166535827,-0.00303878461926627,0.972201744486396,0.0249317386235966,0.77491921163711,0.249975258520971,0.00358024539777985
"MMT00054286","MMT00054286","Mt4",17752,"grey",-0.169447161533423,0.0503128928315518,0.266432995827411,0.00185989742867009,-0.0764834146492017,0.379752502610047,-0.0668051142068015,0.443118728486538,-0.0205790054195614,0.813423038000549,-0.192593866591547,0.0257830634904505,0.0552109508420159,0.526336096522529,-0.043914474984891,0.614382637108315,-0.010269710608485,0.906250021935162,0.0260960669510997,0.764707582300863,-0.14723770609748,0.0895648766052449
"MMT00070800","MMT00070800","Pdcd4",18569,"grey",0.16935135977834,0.0504449802257761,0.0176049058479784,0.839996533916294,0.291046408174173,0.000645569843951975,-0.634743149428385,1.78942928653923e-16,-0.296376609598114,0.000506820627357561,-0.494466034938172,1.26122886388116e-09,-0.18572442839522,0.0316738241190084,-0.0325022357466158,0.709286697547216,-0.0730374365604303,0.40165484072765,-0.072138414843699,0.407489846579352,-0.538897059411592,1.85449308622834e-11
"MMT00049670","MMT00049670","BC002059",213811,"grey",0.16932108352816,0.0504867835223428,0.0264294623854072,0.761790916735519,-0.0548539587673197,0.529017975729837,0.315462771371525,0.000204979564597006,-0.0954708536227716,0.272505969457518,0.118314922317587,0.173339801652006,0.788845057267465,1.08486448344349e-29,0.0182845631642436,0.833906750695808,-0.186285692080598,0.031153096916568,0.118939684796054,0.171064464599634,0.359153353714677,2.02941690625479e-05
"MMT00063198","MMT00063198","AI428795",209683,"grey",-0.169180886813214,0.0506807314484825,0.344293823179525,4.63309882158704e-05,-0.0805797927605174,0.354682048909214,-0.190712594736505,0.0272948265040641,0.110408750911468,0.204089463406484,-0.257225068290851,0.00269666099840263,-0.452292883144021,4.10556897921368e-08,-0.0720719133871146,0.407923442440218,0.0180247757478439,0.836233324494471,-0.133647941445734,0.123680398208985,-0.533851600966559,3.0897320716822e-11
"MMT00035903","MMT00035903","Tenc1",209039,"grey",0.169150027043683,0.050723505561001,-0.11757844334873,0.17605062550934,0.499819752556594,7.82889515248234e-10,-0.737544888718745,2.90921719579986e-24,-0.293678843887321,0.000573185843928436,-0.388110060377159,3.5942354026164e-06,-0.465773194442717,1.41889021508293e-08,0.000504079649988789,0.995387872744634,-0.0275086459623857,0.752372932038087,0.00696365340341774,0.936351885964243,-0.655404050131635,8.51635102248859e-18
"MMT00069758","MMT00069758",NA,NA,"grey",0.169125869513407,0.050757010690845,0.172802194115989,0.0458647211876625,0.323693583616797,0.000136095590752711,-0.733742125361393,6.5386802089732e-24,-0.21736723891535,0.0116399715743685,-0.611187884890218,4.40405682932856e-15,-0.443594837806355,7.95593649472807e-08,-0.207710262889959,0.016030521945111,-0.00721901987324599,0.934022997809983,-0.0762710788028832,0.381080726755745,-0.691284606835283,2.34881929694051e-20
"MMT00073471","MMT00073471","BC042901",233033,"grey",0.168969143251416,0.0509748265728679,0.0917492455638396,0.291722800916941,0.291996821737253,0.000618518996956789,-0.780009530243041,1.18357998549823e-28,-0.189982526982399,0.0279015343403498,-0.685243289475516,6.72170354940019e-20,-0.653924090022396,1.06759095346075e-17,-0.0386523034393846,0.657471599306936,-0.00111646841959288,0.989784979993302,-0.28337147317639,0.000907266497984598,-0.695456347166789,1.11931635477735e-20
"MMT00056614","MMT00056614","Defb1",13214,"grey",-0.168955880264871,0.0509932947390831,-0.0872884064925285,0.315916025997779,-0.219852256483354,0.0106971313236296,0.297136346460378,0.000489452402039739,0.438269914041678,1.18214357822357e-07,0.196298859421112,0.0230142124968629,-0.0122714761306132,0.888085567111784,-0.0352835901562518,0.685671095929804,-0.0486819868815294,0.576443924031288,0.053027739968126,0.542843981169336,0.182395483028345,0.0349163353584807
"MMT00005527","MMT00005527","Pdk2",18604,"grey",0.168949249362498,0.0510025300761592,0.118178941806781,0.173837981746913,0.160853187291365,0.0633574055776493,-0.600507956593122,1.72701164860523e-14,-0.235354624205307,0.00619144481771618,-0.606523750957825,8.04921514968581e-15,-0.486443489799253,2.5381527360963e-09,-0.0277841942020999,0.749974002390011,-0.0874918850216413,0.314784906095128,-0.367347233011694,1.26447589217178e-05,-0.534561349389322,2.87710731310885e-11
"MMT00082303","MMT00082303","Cox8b",12869,"grey",-0.168855339485437,0.0511334738875965,0.200322834716445,0.02030005359033,-0.113656725354694,0.191013396386647,0.0752359217788811,0.387596229500842,-0.00471515426930168,0.956878759131352,-0.0729839395263366,0.40200066428044,0.0627069907442999,0.471651752419818,-0.0051681877594444,0.952740240001024,0.0795704442228646,0.360761389813333,-0.0508855289122255,0.5592858928269,-0.038908176897554,0.655348630259598
"MMT00004393","MMT00004393","Vil",22349,"grey",0.168571235980065,0.0515313106945048,-0.0971322130101924,0.264210303676639,0.00681008327994679,0.93775267352147,-0.0356055758675657,0.682956196073797,0.0158823912070639,0.855472064778437,-0.0252528423882221,0.772099073600879,-0.14793654594308,0.0880369491109799,-0.0463101866540704,0.595181773506756,0.650469885592545,1.80042608557994e-17,-0.154918007492543,0.0738872023088148,0.0862548789298544,0.321701995137025
"MMT00011856","MMT00011856","Tcf19",106795,"grey",-0.168499081816976,0.0516327566455295,0.366852839619093,1.30156859780393e-05,-0.241520600392326,0.00493333620643326,0.0829663658196842,0.34056383429718,0.737756064674055,2.78013700053252e-24,-0.0218134222289914,0.802453777992886,-0.0724785275425181,0.405276529827693,-0.0560330549576281,0.520186318093761,-0.0698777276443746,0.422381579247875,-0.0497246720115136,0.568294419184335,-0.144910677237387,0.094805298892326
"MMT00036404","MMT00036404","Hspe1",15528,"grey",0.168441017874019,0.051714512214131,-0.442629671015651,8.55227774667491e-08,0.0507870731752312,0.560047266203258,0.401163896791973,1.55805263873968e-06,0.0544553864520951,0.532020323555069,0.328513310465156,0.00010648901429351,0.246111933256717,0.00415054025335739,0.12283556206616,0.157372595238909,0.00379153310026182,0.96531959950755,-0.0501814568736188,0.564741482863477,0.704966007308222,1.96894823920727e-21
"MMT00063266","MMT00063266","2510038N07Rik",67138,"grey",0.168088745385536,0.0522128198223323,-0.192554239468447,0.0258141534970285,-0.198265517168251,0.0216510887314556,0.3991841964417,1.77270409226426e-06,-0.0368514683713404,0.672489568027971,0.168280758090602,0.0519407180359414,0.388651168819089,3.47427377352526e-06,-0.007985415265706,0.927037063347478,-0.0974724063394774,0.262533080091255,-0.203197589645772,0.0185343302943286,0.538239084953321,1.98310178458077e-11
"MMT00066435","MMT00066435","AMACO",240675,"grey",0.168018577208591,0.0523125489165112,-0.157659430452106,0.0688599590256468,-0.0617588197953828,0.478393123118831,0.26154451033737,0.0022690596510263,0.130321051284889,0.133394307973562,0.28896039205631,0.00070879725469705,0.174081915345383,0.0442566559469306,-0.0227432370508399,0.794216479773775,0.0963042178730637,0.268322962928713,0.107745534286592,0.215282316084993,0.329859635306516,9.93633383718378e-05
"MMT00032015","MMT00032015","Psma4",26441,"grey",0.167909743401318,0.0524675444451599,-0.27550037145845,0.00127363530951619,0.550488251038085,5.55582215339003e-12,-0.464628262970108,1.55567406033618e-08,-0.0979398064317756,0.260240577598539,-0.221368574161617,0.0101553989984827,0.0837704977409814,0.335888143581185,-0.0771847617057641,0.375385401316366,-0.103745714485406,0.232902956047729,0.46948333866768,1.05054416664347e-08,-0.312633273354426,0.000235332961928891
