"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.rasgo","p.GS.rasgo","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.green","p.MM.green","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.black","p.MM.black","MM.brown","p.MM.brown"
"MMT00044555","MMT00044555","2300002O18Rik",69541,"grey",-0.356059939380607,2.41817169477271e-05,0.312638915070144,0.000235268495301977,-0.200219768974808,0.0203659642510292,0.474053184227664,7.21911585821996e-09,0.185046798046913,0.0323123281468542,0.183533773867327,0.0337774271351464,0.367777327404157,1.23302051439555e-05,-0.125788303657005,0.147554950062523,-0.0725331106517303,0.40492198751393,0.0865828076424576,0.319858799504722,0.224162335780196,0.00922021886450482
"MMT00068222","MMT00068222","Pcsk9",100102,"grey",-0.355816291224441,2.4515954952347e-05,0.334804433400323,7.68333488053089e-05,-0.212219588475431,0.0138275630726713,0.101228912678621,0.244495579180279,0.305048986934418,0.000338466335667613,-0.0416303810533172,0.632935762989601,-0.0667038834415429,0.44381158331018,-0.0249446288065361,0.774805944986946,0.114935456783203,0.186036226108402,-0.106356819930233,0.221289169283258,0.0315909023091188,0.71708633437005
"MMT00079155","MMT00079155","Anxa1",16952,"grey",-0.355463176120096,2.50080787975231e-05,0.127971479582618,0.140598927421762,-0.468702717114652,1.11945885429291e-08,0.646749373016249,3.13751911637754e-17,0.527584299357838,5.75771347522345e-11,0.25077037071022,0.00347201226962906,0.183717429576624,0.033596646677486,-0.134371818039389,0.121640980726122,0.0499020262483261,0.566913678769058,-0.00130735324899292,0.988038617582125,0.349796854587835,3.42921517240947e-05
"MMT00076960","MMT00076960","Cd4",12504,"grey",0.35531341516552,2.52195877834858e-05,-0.35465832295812,2.61647074429623e-05,0.403055183843419,1.37623684157114e-06,-0.563694793844479,1.32825083802481e-12,-0.350225812104717,3.34893005896179e-05,-0.182882999779237,0.0344246463543675,-0.216741529007926,0.0118885626334692,-0.0108464708655436,0.901010977373833,0.0574597438059078,0.509601531547249,0.0669773314539566,0.44194142558175,-0.211049442109445,0.0143722062576566
"MMT00010907","MMT00010907","Zfp503",218820,"grey",-0.354781605637382,2.59843385402591e-05,0.174907196550124,0.0432447895195665,-0.337216692816817,6.76672721844815e-05,0.355380256834633,2.51249795970251e-05,0.352748729679436,2.91132849680029e-05,0.0278478693191794,0.749419984208325,-0.17192277739745,0.0469977473708538,-0.155715108003182,0.0723958009844486,0.0248504929024364,0.775633230538139,-0.150236555369262,0.0831545098229933,0.0392559300163904,0.652467751614743
"MMT00054945","MMT00054945","Ches1",71375,"grey",0.354436460422428,2.64922724316832e-05,-0.543802181688125,1.11980570215176e-11,0.696093757756631,9.98355801918257e-21,-0.637546533568027,1.19987632845686e-16,-0.210371903115421,0.0146960410236719,0.166298161983318,0.0548074360841172,-0.24783708027408,0.00388650819099003,0.0146747545882837,0.866355024432893,0.0151227027395739,0.862315176483221,0.575877199690316,3.35056371858937e-13,-0.417969275313654,5.03453705811125e-07
"MMT00048978","MMT00048978","Cyp2c50",107141,"grey",0.354176361773058,2.68811987480695e-05,-0.0919358571742651,0.290738293708271,0.14944249160969,0.0848150223620024,0.00236328951007486,0.978379343212864,-0.398221098600901,1.88701557161842e-06,0.0335388939295524,0.700450991559658,0.305236098280112,0.000335484427795621,0.115828872458422,0.182615489715704,-0.0426584607227584,0.624555733964234,-0.00693080066259247,0.936651535513969,0.160753626911356,0.0635233437138323
"MMT00045792","MMT00045792","Mospd2",76763,"grey",-0.354087018559794,2.70160278074746e-05,0.271439972366228,0.001511379330884,-0.545721533021765,9.17166346307588e-12,0.763715279967774,7.35604854568601e-27,0.436052744813025,1.39128287113885e-07,0.275533601645072,0.00127183901799852,0.636452145999451,1.40316818807062e-16,-0.0392528457111503,0.652493280381221,-0.146078804463886,0.0921451250045385,-0.0145659240850546,0.867337044521062,0.421179448879411,4.02872784991204e-07
"MMT00006913","MMT00006913","Ier2",15936,"grey",0.353911520259974,2.72827274314256e-05,-0.268639272507729,0.00169820122303761,0.357712935643701,2.20248037473236e-05,-0.561654895164962,1.6636778369797e-12,-0.366102205627244,1.3598534159669e-05,-0.281958561170266,0.000964924981930939,-0.210198701687795,0.0147798373632489,-0.0824513850184299,0.343579777875538,-0.0323908323691849,0.710238546810779,-0.0246113178428692,0.77773628030591,-0.292382106880601,0.000607853031929062
"MMT00041355","MMT00041355","Plk2",20620,"grey",-0.353796555997836,2.74587746331911e-05,0.226077928223414,0.00862372059411781,-0.462927723712964,1.78243932038612e-08,0.437897906948428,1.21499753954263e-07,0.536013552137614,2.48527638114149e-11,0.0362754670852261,0.677320855582258,-0.0463655610470675,0.594741183399531,-0.100179864470202,0.249443889807485,0.0414767908712052,0.634191742388399,-0.126347261635531,0.145749718717487,0.072048633633686,0.40807529285869
"MMT00028568","MMT00028568","Tfpi",21788,"grey",-0.353483843114284,2.79430558508955e-05,0.232632734535005,0.00683241381590982,-0.429437756195454,2.24654139444079e-07,0.604971449927888,9.8168449377637e-15,0.374309676676283,8.37286962669407e-06,0.244299983264898,0.00444507548351036,0.196002703832202,0.0232257363107965,-0.086187117257627,0.322083717447896,-0.0250554727094666,0.773832150100985,-0.0118955280436195,0.891492864134279,0.196672090075176,0.022749996689384
"MMT00077103","MMT00077103","5330421F07Rik",78286,"grey",0.353248068401222,2.8313482459809e-05,-0.00567711398278547,0.948092641150307,0.296034225471536,0.000514831971949908,-0.650452622688191,1.80510409608384e-17,-0.431811202726033,1.89390231080121e-07,-0.379821987957058,6.0003135301487e-06,-0.300338220816498,0.000422116274415191,0.106458832187757,0.220843917575669,-0.0875029303757323,0.314723581304455,-0.03057562641389,0.725810002618307,-0.534020701507212,3.03773490016603e-11
"MMT00024800","MMT00024800","2810006K23Rik",72650,"grey",0.352955887237816,2.87789330304919e-05,-0.104586145007251,0.229119125649379,0.129952342853929,0.134505827543998,0.125132874698516,0.149693208682936,-0.398120119546533,1.89939834648077e-06,0.131260556258899,0.130593818713475,0.458697377009183,2.4925022910492e-08,0.185175148531654,0.0321905585269596,-0.0780913919726993,0.369785718632853,0.0771912841262393,0.375344932425636,0.254342735575539,0.00302116735708716
"MMT00023637","MMT00023637","Ugt1a9",394435,"grey",-0.352863961509397,2.89268531980675e-05,0.523777014854532,8.35197650909574e-11,-0.378906752221833,6.34427177165894e-06,0.445004185768702,7.15615203523891e-08,0.165508440793858,0.0559850772669249,0.360809035609163,1.84631973317081e-05,0.299088566044354,0.000447308321463594,0.0415432474600619,0.633648167389064,-0.0234840637819888,0.78766959407458,0.205185328129343,0.017392564397719,-0.0242218407239801,0.781164366706306
"MMT00020764","MMT00020764","Pdgfc",54635,"grey",-0.352295251642165,2.98579800870574e-05,0.309107871251464,0.000278980877583479,-0.49250677772844,1.4986287179555e-09,0.398244723545142,1.88412959878624e-06,0.356912185155628,2.30460056285608e-05,-0.04725025013447,0.587722162883597,-0.0256938779538507,0.768230471273477,-0.0949531511503632,0.27512663445549,-0.0228210707928267,0.79352795919127,-0.287893843410981,0.000743277245212083,0.0689257764361454,0.428745449274948
"MMT00003950","MMT00003950","AB041803",232685,"grey",0.352176774313144,3.00554699167213e-05,-0.294102563700549,0.00056225868328101,0.675113970999837,3.70545071762475e-19,-0.769766720391032,1.65128634439958e-27,-0.202016136072252,0.0192432346543679,-0.2233056613603,0.00949855795297549,-0.367738175168376,1.23585312281533e-05,-0.0262820393060911,0.763080218097509,0.0581630322657024,0.504425068600451,0.412841065008101,7.15344840060875e-07,-0.606645264979613,7.92473157359212e-15
"MMT00032501","MMT00032501",NA,NA,"grey",0.351444004067772,3.13044540681741e-05,-0.293291025288059,0.00058335815283053,0.677497045057583,2.49507117449906e-19,-0.409204992989902,9.14448774005921e-07,-0.323711167852224,0.000135974847834754,-0.129510616514876,0.135846773175408,-0.028283465668856,0.745633431575232,-0.133583301612964,0.123863787098861,-0.0558124593872004,0.521832888678536,0.172550355925605,0.0461868367339521,-0.168175125406271,0.0520902649552203
"MMT00064897","MMT00064897","Cd34",12490,"grey",-0.351077582138802,3.19471388064998e-05,0.154242369563144,0.0751706991534132,-0.350243374527309,3.34568092952539e-05,0.420057411817045,4.35625322360924e-07,0.455301629566411,3.25167289779014e-08,0.206441109434439,0.0167031001711911,-0.0541637710044533,0.534222383640993,-0.20016158669422,0.0204032533159956,0.158620166257035,0.0671653235469662,-0.0249617392442751,0.774655602075541,0.087688914602503,0.313692146336746
"MMT00060760","MMT00060760","Chst7",60322,"grey",-0.350902721249689,3.22581844641752e-05,0.171370445831493,0.0477211925262469,-0.305327245077499,0.00033404068124006,0.364641757662631,1.48037472594043e-05,0.373539104163893,8.7678498743152e-06,0.148656879639753,0.0864838487911152,-0.145939948644607,0.0924582022040047,-0.0798068262652172,0.359331888869208,0.0741364120943343,0.394589802941214,-0.017407296866055,0.841768920974445,-0.00204368695194327,0.981302670572542
"MMT00039174","MMT00039174","Brd2",14312,"grey",0.350145242480695,3.36387382197699e-05,-0.528722831587962,5.14697682195795e-11,0.464588856193017,1.56060035103406e-08,-0.480377677437869,4.25616328548874e-09,-0.146451861077299,0.0913081649630842,0.0459208255672616,0.598283901048417,-0.294939630622597,0.000541233468017466,0.0184734981918964,0.832215609726056,0.114174545796241,0.188986351375354,0.217275910864271,0.0116759691385697,-0.181155384309229,0.0361938300176003
"MMT00080162","MMT00080162","Sara2",66397,"grey",-0.350144290560199,3.36405075441573e-05,0.140615575619013,0.105112972500389,-0.381542043348652,5.40108328520568e-06,0.795880099870479,1.48889483176679e-30,0.297823392225764,0.000474220111508518,0.455762707707876,3.13690729164357e-08,0.528597507320231,5.21100528880974e-11,-0.046777845582835,0.591465454744064,-0.0121175684688211,0.889480221275541,0.119186547985412,0.17017152850577,0.613039832289175,3.45671293154051e-15
"MMT00033624","MMT00033624","Dact2",240025,"grey",0.350033282659886,3.38474370304388e-05,-0.116861594679826,0.178719081095452,0.379749833492529,6.02677626370823e-06,-0.76607598594266,4.12916928875118e-27,-0.237556812154969,0.00571262714590014,-0.430908568484579,2.02128037764101e-07,-0.455556572315378,3.18772741103921e-08,-0.0315347150219069,0.717568178275524,0.0531985694567928,0.541543152329164,-0.0566550746940568,0.51555773749274,-0.545602966248599,9.28580469038892e-12
"MMT00067525","MMT00067525","Ddah2",51793,"grey",-0.349994019634576,3.39209127848205e-05,0.100312571273324,0.248814123463645,-0.172487194368693,0.0462679187224226,0.168098240136869,0.0521993371403617,0.491683011728607,1.61081219191762e-09,0.0446467668713534,0.608484939541161,-0.27751122997734,0.00116900804928822,-0.166924989844425,0.0538873069924773,0.00768659508315044,0.929760271379247,0.103898590848609,0.232211427639276,-0.190540504928957,0.0274368151203131
"MMT00061256","MMT00061256","1110032E23Rik",68659,"grey",-0.349681729068066,3.45106801449602e-05,0.129954583033243,0.134499052924524,-0.259123332863999,0.00250050063591677,0.263049399883858,0.00213516608559211,0.3853987631949,4.25680003392642e-06,0.130461982244007,0.132971314466835,-0.0359935544011105,0.679690242646722,-0.067548961265749,0.43804639128656,0.0608611733084686,0.484822930533935,0.12115739933801,0.163166197790962,-0.01581131680757,0.856111840601654
"MMT00012544","MMT00012544","4933414G08",329972,"grey",0.349318776663198,3.52082163798705e-05,-0.322619331511353,0.000143664264999454,0.59798808351069,2.3665658045569e-14,-0.190493567340038,0.0274756517560251,-0.22112302612648,0.0102414524574189,0.0371498969249051,0.669991690684063,0.0796312036953802,0.360393615531158,0.0782092560016197,0.369061535481934,-0.0830249625623092,0.340221732828735,0.203033561157331,0.0186313810191468,0.0212096678906561,0.807814187924961
"MMT00049262","MMT00049262","4632413K17Rik",216440,"grey",0.349258836902539,3.53246765298256e-05,-0.124831640974343,0.150683750734462,0.563764759032264,1.31799642983557e-12,-0.880277387299946,1.42413003787772e-44,-0.464348438623712,1.59098123032574e-08,-0.390334389596753,3.12490908128478e-06,-0.489037907429488,2.02839402145952e-09,0.0617621690221107,0.478369219310125,0.0422419735150923,0.627944881439859,-0.0117228397052504,0.89305864300561,-0.643915428842358,4.76532313578255e-17
"MMT00037403","MMT00037403","Tjp3",27375,"grey",-0.349176958114023,3.5484347637691e-05,0.188375286860757,0.0292778061472469,-0.107113708814889,0.218000704316684,-0.095812962137394,0.270783475799611,0.195261268944298,0.0237626242537023,-0.137408327408559,0.113368140236744,-0.268057123935955,0.00173957615525481,-0.0300159039095803,0.730634533372205,0.0113094794779703,0.896808275879991,0.00517350479332869,0.952691675476128,-0.412266874534252,7.43771812624621e-07
"MMT00005189","MMT00005189","Acate2",56360,"grey",-0.348431427353349,3.6969693776598e-05,0.047511378728972,0.585657663248168,-0.483518212405765,3.26084893351187e-09,0.54681367013364,8.18223488912202e-12,0.570684293090929,6.0687126537345e-13,0.185607376024499,0.0317833474432626,0.061133919253693,0.482864380586615,-0.157385688283129,0.0693491179704842,-0.10555488107634,0.224811544307194,-0.079311412828803,0.362331905118967,0.235377145908287,0.00618637247495394
"MMT00037893","MMT00037893","A830093I24Rik",207921,"grey",0.348376280014647,3.70818520187516e-05,-0.182313014999549,0.035000092571814,0.52836284855973,5.33297016458189e-11,-0.54909659025331,6.43667862720008e-12,-0.533238361259082,3.28561894602716e-11,-0.213789813327361,0.0131250608855212,-0.0301138908304735,0.729789167339984,0.0428337380403219,0.623131760548446,-0.0321002144719908,0.71272373625289,0.109524064508853,0.207760173731451,-0.289212244078414,0.000700872636703573
"MMT00033504","MMT00033504",NA,NA,"grey",-0.348211897675028,3.74180690938112e-05,0.579319334983537,2.24698220260521e-13,-0.324973468331058,0.000127563230357144,0.27878002362893,0.00110709518106883,0.145977026871041,0.092374519676456,0.0170367682988155,0.845094382546246,0.12126326863521,0.162796065718785,-0.0738604369253738,0.396356953301665,-0.0773785592923284,0.374184105152627,-0.0913549157768838,0.293810444651315,0.00816845275376868,0.925369421304016
"MMT00046207","MMT00046207","Slc6a6",21366,"grey",0.347445670743708,3.90233499499871e-05,0.00742256569989797,0.932167101707352,0.472847347256882,7.97458874102278e-09,-0.598177189800582,2.31149013470772e-14,-0.0721204495478957,0.407606955241222,-0.35406751949867,2.70455384903629e-05,-0.0983010674562713,0.258478076120682,-0.0429171799544042,0.622454357378184,-0.0614878505732621,0.480329197264832,0.380543265989699,5.7417565204565e-06,-0.585786481089391,1.04723476603942e-13
"MMT00008789","MMT00008789","Insig1",231070,"grey",-0.34708167993434,3.98083607741257e-05,0.327172719599257,0.000114055657496374,-0.100609020874731,0.247411280496147,-0.0901800935713474,0.300088728707061,0.252083373859051,0.00329971260216436,-0.14841982418891,0.0869925271224546,-0.105187099402438,0.226440136287437,-0.0617121458273459,0.478726307632216,-0.0332527763669581,0.70288570493586,-0.0317447200999958,0.715767812850851,-0.212683828197206,0.0136165271842281
"MMT00048469","MMT00048469","BC054822",192652,"grey",0.347027514144419,3.99264374363266e-05,-0.26715372890131,0.00180559973196991,0.633724239483323,2.06711193605045e-16,-0.843868919627632,1.66623364600939e-37,-0.299928440671408,0.000430229035604465,-0.320055998424396,0.000163335781728099,-0.390899298244738,3.01531987227109e-06,0.00816349269120033,0.925414607854901,-0.0141856589609958,0.870769904895116,0.197112670225554,0.0224414601735216,-0.697641334521429,7.55363169008736e-21
"MMT00046778","MMT00046778","Armcx1",78248,"grey",-0.34689179723654,4.02237329117899e-05,0.0949892944457667,0.274943122915663,-0.391530536946653,2.89717702681687e-06,0.621084036597127,1.18483657559098e-15,0.449519456421142,5.07993706341716e-08,0.188115562357391,0.0295055393074631,0.131379151990974,0.13024353624656,-0.0861802396343492,0.322122477540121,0.00955339329617511,0.912762337369229,-0.129769839277184,0.13505862077409,0.3172690018948,0.000187548938698829
"MMT00035408","MMT00035408","Mug2",17837,"grey",0.346690650373168,4.06681782215364e-05,-0.217210804936335,0.0117016906489962,0.260554302594204,0.00236126143072739,-0.246678050816373,0.00406217478201926,-0.528578093842895,5.22099231797967e-11,-0.10111431260884,0.245032803380932,-0.0702353629843325,0.42000497228415,0.0335865692904273,0.700045593509071,-0.0414654438260419,0.634284573917423,-0.156054611466472,0.0717680223088225,-0.0392204245210605,0.652761654619972
"MMT00069458","MMT00069458","2310036D22Rik",71900,"grey",-0.34666187969119,4.07321239341914e-05,0.259734669695726,0.00244013104747444,-0.336556854654761,7.00672670850573e-05,0.548383798724694,6.93878882530556e-12,0.329582851269303,0.00010079089241659,0.247832394722267,0.00388720439673333,0.533274083623487,3.27388598473831e-11,-0.00897954029504513,0.917983657616953,-0.0101544220946779,0.907297744870921,0.1416456820461,0.102564078776317,0.281200540053224,0.000997223090242104
"MMT00024967","MMT00024967",NA,NA,"grey",0.346605425716136,4.08578727210159e-05,-0.228710054125627,0.00785979905922972,0.631911645810627,2.6683446187748e-16,-0.902560927440758,3.77878979857592e-50,-0.251243837528965,0.00340896966116762,-0.580343724118581,1.99327534458451e-13,-0.525440197992277,7.1034401067683e-11,-0.0383474658037859,0.660004391038789,-0.0401346868906026,0.645210777785063,0.0114772539719503,0.89528609679255,-0.657351201440418,6.31364292535599e-18
"MMT00007963","MMT00007963","Sdcbp2",228765,"grey",-0.346189475572613,4.17956713074176e-05,0.219279678800228,0.0109082081796509,-0.316474205100428,0.000195041972716103,0.161992080597879,0.0614842771815048,0.354060636265474,2.70559630931769e-05,-0.0457706084256991,0.599482651190139,-0.186843265718599,0.0306430026482468,-0.172511859718075,0.0462362411399631,0.196231558087881,0.0230621354792983,-0.111647587278436,0.199028069072981,-0.0714030152261682,0.412299816610412
"MMT00008457","MMT00008457","Hdac10",170787,"grey",-0.346063035047353,4.20847204105188e-05,0.584920221606666,1.1611296510883e-13,-0.405428739442718,1.17650155607856e-06,0.245517929875847,0.00424510838712759,-0.047426858312978,0.586325522793841,0.0960083706585429,0.269802924131099,0.264253800689886,0.00203321252908721,0.0646666319115005,0.457884533759198,-0.165736584054633,0.0556427470208516,0.0696961123359287,0.423591450316818,-0.076129671171709,0.381966835832897
"MMT00036444","MMT00036444","Rpl6",19988,"grey",0.345753137505382,4.28011090872912e-05,-0.450892107802123,4.57285634036915e-08,0.746487293107557,4.0942111633821e-25,-0.561690400603591,1.65719213380022e-12,-0.162312571493728,0.0609654187481448,-0.0194938129250266,0.823096313984513,-0.0481529523009802,0.58059952860528,0.102508558482899,0.238552322225841,-0.00251902023213444,0.976955013536259,0.640680818524852,7.63744142206802e-17,-0.321092813799706,0.000155095253476261
"MMT00053310","MMT00053310","Nalp6",101613,"grey",0.345162723448245,4.41977223029189e-05,0.101222060816612,0.244527676464638,0.1148226761228,0.18647135048791,-0.0148736291134014,0.864561029818159,-0.395610185939179,2.23316947703181e-06,-0.191995374053895,0.0262560438048178,0.319330368670929,0.00016934329931304,0.130667162272227,0.13235731847005,-0.0780252619037395,0.370192418731316,-0.101300041967556,0.244162549477436,0.14930265136002,0.0851101776238984
"MMT00059054","MMT00059054","Lgals1",16852,"grey",-0.344828002008116,4.50083630364941e-05,0.061610353964168,0.47945338848195,-0.219545307523593,0.0108098351923292,0.348561120422828,3.67071785001569e-05,0.488883863662052,2.05568282747417e-09,0.157557019694455,0.0690426310540407,-0.0186493028466542,0.830642686699187,-0.219163564307094,0.0109514565085126,0.00572299976684295,0.947673687998924,0.0852735649261906,0.327258548324568,0.126275829373624,0.145979483015045
"MMT00075618","MMT00075618","Acate2",56360,"grey",-0.344496207498673,4.58256556678304e-05,0.0339554388370568,0.696911846937591,-0.473492691484792,7.56129458274131e-09,0.59195949564949,4.97337778846689e-14,0.564455054844354,1.2208529698413e-12,0.175310450567149,0.0427574373935199,0.0679457454133412,0.435354255094709,-0.169736566420913,0.0499156128767561,-0.0872538844158534,0.316108192733732,-0.0979103743658509,0.260384530567883,0.314573353248018,0.000214104756486463
"MMT00074541","MMT00074541","Nid1",18073,"grey",-0.344460837822549,4.59135958332643e-05,0.066480205436191,0.4453446717771,-0.305666413519216,0.000328718653913735,0.492035370044567,1.5618705574633e-09,0.659626197929081,4.4381666136894e-18,0.0828559787935975,0.341208891080612,0.00245899714482341,0.9775039826922,-0.0954042615832194,0.272842115836531,-0.0504722088017422,0.562485489653921,-0.107076522035887,0.218161454598142,0.305051461748576,0.000338426736231137
"MMT00042535","MMT00042535","Mpp1",17524,"grey",-0.344056561891729,4.69300552093747e-05,0.503545124228636,5.5907616612053e-10,-0.485536174837707,2.74395540036188e-09,0.359053485229851,2.04099036918083e-05,0.47271443776338,8.06236272352824e-09,0.000924653406617051,0.991539901169724,0.117031221172471,0.178084979179106,-0.144942376347857,0.0947323161935761,-0.0695684874577574,0.424442850034542,-0.0642403153622492,0.460860454213835,-0.0898941554584494,0.301630071411144
"MMT00018643","MMT00018643","C86987",218630,"grey",0.343777360265655,4.76443159418083e-05,-0.149172142853923,0.0853863769270465,0.338950948241033,6.17209000418219e-05,-0.463182880165632,1.74649856299388e-08,-0.54288020915827,1.2319475564338e-11,-0.0683514758098523,0.43261120460645,-0.0864238979378042,0.320751132148294,0.0516660388716578,0.553267728597991,0.022778532060531,0.793904238944199,-0.0257588424294597,0.767661106076503,-0.158195826935909,0.0679095812596247
"MMT00047197","MMT00047197","BC024988",233733,"grey",-0.343286743033128,4.89241655796489e-05,0.138003809532064,0.111798407301554,-0.128068952473748,0.140294276259866,0.112363971272142,0.19614292115352,0.293974283704849,0.000565546436886012,0.00641486286541181,0.941358536095216,-0.274789511857276,0.00131262032879519,-0.0732179192464596,0.400489440306041,0.105929703780907,0.223160303626124,-0.0772000745625097,0.375290395661045,-0.148506007727192,0.0868073172577752
"MMT00072646","MMT00072646","Nup210",54563,"grey",0.342966464178793,4.97769667047263e-05,-0.299920448458559,0.00043038868531093,0.339787622993446,5.90304086551643e-05,-0.632753126835231,2.37060199699917e-16,-0.15324373419158,0.0771006843995969,-0.322414911827001,0.000145148164577377,-0.469988586572822,1.00813269274118e-08,0.0291420208602697,0.73818801741617,0.0241063513148736,0.782181689389862,-0.0490485659448243,0.573572579104719,-0.30355492225589,0.000363170720656834
"MMT00071856","MMT00071856","Col4a2",12827,"grey",-0.34254063825921,5.09323886539829e-05,0.380007296593578,5.93285411577046e-06,-0.15773895472798,0.0687183810017615,-0.0679029954008308,0.435643854735883,0.343856515326977,4.74407914399643e-05,-0.264242683248009,0.00203413307981324,-0.409972016957095,8.68495158317438e-07,-0.0360195818335683,0.679471358770328,-0.0403047228900362,0.643810403255185,-0.0829712823457689,0.340535122099772,-0.508875326911846,3.42897756163917e-10
"MMT00014892","MMT00014892",NA,NA,"grey",0.342503049004259,5.10355799561149e-05,0.0363919696248936,0.676342607825425,0.145851520384119,0.0926580204795148,-0.124422667968681,0.15203646445366,-0.553572945049356,3.99967780892334e-12,-0.0741335723219652,0.39460796281583,0.260301370871867,0.00238535018886336,0.163187399345327,0.0595673464736733,-0.143525475390299,0.098038255351958,0.0428929876017854,0.622650724698426,-0.0659560885140364,0.448948631089762
"MMT00082461","MMT00082461","Thpo",21832,"grey",0.342417988983021,5.12698131771158e-05,-0.127444124628538,0.142255900826582,0.487201033912658,2.3777812614008e-09,-0.861167707347393,1.30267780848861e-40,-0.441491567536521,9.31047961499796e-08,-0.500066855027992,7.65694384893192e-10,-0.399660202452375,1.7186655113951e-06,0.00366205752203635,0.966503186680874,0.0217418347534439,0.803088889924299,-0.0816455121851396,0.348333033435387,-0.585964183502248,1.02525036364664e-13
"MMT00013585","MMT00013585","Actg",11465,"grey",-0.342309444994889,5.15701778841037e-05,0.521827747306147,1.00860745581576e-10,-0.431145879862224,1.98702036363663e-07,0.2727166421396,0.0014325978077326,0.304100651977691,0.000353960055106066,-0.0548576046986609,0.528990551211014,-0.0630027039969097,0.469559912047935,-0.0999649625168411,0.250466051110576,0.00412279017375237,0.962291798261008,-0.0205019790180661,0.814108733630621,-0.204303124392143,0.0178915542158658
"MMT00077152","MMT00077152","Hey2",15214,"grey",-0.341974657366155,5.25070241753005e-05,0.233541395208058,0.00661216853805723,-0.399975886165047,1.68369458656961e-06,0.672432360263141,5.75717486222286e-19,0.36354468898905,1.5774562753769e-05,0.278065953732623,0.00114156030362286,0.232770096082947,0.00679870690571526,-0.106976858014648,0.218592695540415,0.0168905005524301,0.846407877789172,-0.0498339897313495,0.56744316954197,0.335921811887848,7.24520484573223e-05
"MMT00017441","MMT00017441","Taf13",99730,"grey",-0.341413831535353,5.41122067265432e-05,0.411135645446303,8.02954266758293e-07,-0.543239606591402,1.18699695315805e-11,0.759968696959071,1.81426937131483e-26,0.147329725478772,0.0893624889817668,0.448270427061183,5.58781001289684e-08,0.51068590877268,2.89875098765218e-10,0.0657826874429911,0.45014457233958,-0.0695047687499421,0.424868294441794,-0.0134001326886596,0.877868834521161,0.340700401547055,5.62206183710708e-05
"MMT00030448","MMT00030448","4833409A17Rik",74580,"grey",-0.341412620072179,5.41157233672927e-05,0.299273017620643,0.000443504666757677,-0.223735579689621,0.00935796213834452,0.0153210461279926,0.860527534515424,0.22337482226696,0.00947581538511931,-0.160917645673431,0.063250161202389,-0.254149606839605,0.00304412038910525,-0.039591153184938,0.649695516762085,-0.0616197938551579,0.479385935999352,-0.145741166930993,0.0929078629486434,-0.293417474096316,0.000580023345957683
"MMT00070773","MMT00070773","Kua",407243,"grey",-0.341199341085082,5.47381774009083e-05,0.485474175377643,2.75858995663308e-09,-0.133869028748626,0.123054737586973,-0.111153290557808,0.201036585479422,0.133931663196477,0.122877931703235,-0.203436767744617,0.0183935996856726,-0.272598550504572,0.00143972478333793,-0.0977727399405308,0.261058426851842,-0.0682411528534197,0.433356092161429,-0.0676491987632708,0.437365399006826,-0.522071426074864,9.85163065866039e-11
"MMT00059404","MMT00059404","1810008K03Rik",69065,"grey",0.341071125070438,5.51155958482535e-05,-0.099930537694447,0.250630057874601,0.240915189685214,0.00504584668416363,-0.400852865380703,1.59005715599174e-06,-0.508096873290806,3.68467933446811e-10,-0.20793758881603,0.0159125708939467,-0.137467458095396,0.113211504141359,0.0617890441328991,0.478177431978887,0.0437603465635587,0.615627113143946,-0.121570678578859,0.161724871219444,-0.157914597864842,0.0684065192997247
"MMT00006538","MMT00006538","B230208H17Rik",227624,"grey",0.339400495711484,6.02613475939133e-05,-0.196836900145432,0.0226341569267559,0.671296817988715,6.9285807955957e-19,-0.722949159953631,6.04948547149208e-23,-0.132906632502452,0.125796171043248,-0.37090840269477,1.02530463853157e-05,-0.280099166257098,0.00104591627595028,0.0595707415226303,0.494146745720031,-0.00623440641325705,0.943005361770877,0.32619977517026,0.000119857948086582,-0.537128540637269,2.21999247303758e-11
"MMT00022932","MMT00022932","BC025446",223631,"grey",0.339102360197569,6.12256533404777e-05,-0.102880183259913,0.236845375267374,0.0339349263515173,0.697085978017743,-0.0444272297935778,0.610250420122963,-0.346419003675314,4.12757112271454e-05,0.0729829043857674,0.402007357532315,0.198659239534845,0.0213867037323841,0.0371631238766263,0.669881062949759,0.056254528839304,0.51853585952319,-0.0591905191962912,0.496911957567209,0.174330649705741,0.0439496271817986
"MMT00031263","MMT00031263","Tuba1",22142,"grey",-0.338572948242976,6.29736951913567e-05,0.0435558292960508,0.617280130905483,-0.177525064927131,0.0401620922281491,0.24687758705292,0.00403143378613907,0.521781849000845,1.01308327038973e-10,0.119084857997737,0.170538935170306,-0.250070833238562,0.00356707697736695,-0.153084227097424,0.0774126164728327,0.026463341191658,0.761494718892488,0.0909389169445649,0.296023519519162,-0.0443378767585542,0.610969625439646
